Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,Actuals,Predictions
Max Bretos,$10.01-25.00,25.0,24,84722.0,16226,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Darren Rovell,$25.01-50.00,35.0,214,60558.0,11873,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Clayton Snyder,$25.01-50.00,35.0,218,60558.0,11873,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Pandora Boxx,$50.01-100.00,55.0,245,38585.0,7547,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Matt DiBenedetto,$25.01-50.00,39.0,265,54423.0,66,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Danny Woodburn,$50.01-100.00,65.0,283,32659.0,8258,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Kate Flannery,$100.01-250.00,180.0,1039,11806.0,2000,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Pierre Thomas,$25.01-50.00,50.0,69,42556.0,1436,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Scott Gomez,$25.01-50.00,50.0,191,42556.0,331,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Kyle Selig,$25.01-50.00,30.0,131,70951.0,13824,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Brooke Waggoner,$5.01-10.00,10.0,11,213266.0,23107,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$10.01-25.00
Eric Jackson,$5.01-10.00,10.0,27,213266.0,34586,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Dieugot Joseph,$5.01-10.00,10.0,9,213266.0,7489,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Glenn Scarpelli,$25.01-50.00,49.0,166,43530.0,9826,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Scottie Upshall,$25.01-50.00,35.0,77,60968.0,597,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Tony Franklin,$25.01-50.00,35.0,159,60968.0,7243,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Matt McCoy,$100.01-250.00,125.0,666,17077.0,5333,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Joey Muha,$10.01-25.00,20.0,14,106811.0,12757,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
David Andrews,$25.01-50.00,50.0,408,42739.0,9719,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Daniel Pesina,$10.01-25.00,25.0,62,85600.0,14168,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Andre Branch,$10.01-25.00,25.0,21,85600.0,3079,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Sue Rose,$10.01-25.00,25.0,100,85600.0,16387,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Tim Parker,$10.01-25.00,25.0,28,85600.0,6809,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Mike Gesicki,$25.01-50.00,45.0,138,47558.0,1635,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Maribel Guardia,$100.01-250.00,115.0,514,18630.0,3389,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$50.01-100.00
Skinnyfromthe9,$50.01-100.00,60.0,193,35722.0,4148,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Dan Fouts,$100.01-250.00,114.0,218,18807.0,554,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Tierna Davidson,$25.01-50.00,30.0,90,71509.0,5439,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Lil Windex,$25.01-50.00,30.0,44,71509.0,8554,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Paul Danan,$50.01-100.00,73.0,63,29402.0,5590,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Leigh Steinberg,$25.01-50.00,50.0,213,42928.0,1347,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jim Larranaga,$25.01-50.00,50.0,35,42928.0,286,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Gregg Bissonette,$25.01-50.00,50.0,205,42928.0,5012,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Shayla Beesley,$10.01-25.00,15.0,18,143196.0,17705,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Temarrick Hemingway,$10.01-25.00,15.0,21,143196.0,5285,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Andrea Londo,$50.01-100.00,100.0,315,21489.0,3983,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Sarah Lacina,$25.01-50.00,49.0,178,43925.0,8628,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Gyton Grantley,$25.01-50.00,40.0,107,53823.0,11142,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jose Reyes,$50.01-100.00,100.0,703,21546.0,230,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Eric Dickerson,$100.01-250.00,250.0,348,8625.0,242,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Bryan White,$25.01-50.00,50.0,174,43141.0,5037,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Andruw Jones,$50.01-100.00,100.0,367,21596.0,234,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Carmine Appice,$50.01-100.00,100.0,492,21596.0,2399,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Elle Dawe,$10.01-25.00,25.0,64,86478.0,16553,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Patti Stanger,$100.01-250.00,150.0,378,14418.0,2535,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Frederic Brillant,$10.01-25.00,20.0,20,108243.0,9197,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
William Shockley,$25.01-50.00,40.0,175,54136.0,11171,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jeana Keough,$50.01-100.00,75.0,307,28877.0,7635,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Nick Johnson,$25.01-50.00,50.0,105,43328.0,1132,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Wally Wingert,$25.01-50.00,50.0,164,43328.0,9803,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Ian Beattie,$25.01-50.00,50.0,88,43328.0,8487,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Sarah Douglas,$50.01-100.00,100.0,408,21697.0,6299,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Trevone Boykin,$50.01-100.00,100.0,70,21697.0,657,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Shangela,$100.01-250.00,150.0,156,14487.0,2550,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Lorenzo Alexander,$25.01-50.00,50.0,96,43530.0,1481,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kiana Tom,$25.01-50.00,50.0,134,43530.0,9826,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Peter Robbins,$25.01-50.00,50.0,112,43530.0,9826,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Giovonnie Samuels,$25.01-50.00,40.0,139,54423.0,11210,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Lewis Moody,$25.01-50.00,30.0,75,72734.0,405,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jess Moskaluke,$25.01-50.00,30.0,60,72734.0,8721,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Rick Campanelli,$10.01-25.00,25.0,54,87360.0,16723,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Drake White,$25.01-50.00,50.0,94,43717.0,5109,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Scott Lowell,$25.01-50.00,40.0,114,54705.0,11241,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Nelson Franklin,$50.01-100.00,75.0,641,29226.0,7685,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Miz Cracker,$50.01-100.00,75.0,985,29226.0,5563,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Corey Clement,$50.01-100.00,75.0,119,29226.0,931,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Alan Fletcher,$25.01-50.00,35.0,117,62635.0,12110,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kate Russell,$10.01-25.00,15.0,33,146192.0,25905,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Mikalah Gordon,$10.01-25.00,15.0,26,146192.0,17007,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Lucy Boryer,$10.01-25.00,15.0,39,146192.0,17830,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Simon Geschke,$10.01-25.00,15.0,17,146192.0,292,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Courtney Hicks,$10.01-25.00,15.0,10,146192.0,341,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Landon Turner,$10.01-25.00,15.0,9,146192.0,5394,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Nyheim Hines,$25.01-50.00,45.0,71,48767.0,1678,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Isaiah Prince,$10.01-25.00,20.0,52,109734.0,718,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Jordan Luplow,$10.01-25.00,20.0,86,109734.0,1929,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Vicki Gunvalson,$100.01-250.00,125.0,577,17585.0,3173,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$50.01-100.00
Phil X,$100.01-250.00,120.0,421,18327.0,2003,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$50.01-100.00
Bob West,$25.01-50.00,40.0,150,54998.0,11275,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kelli Maroney,$25.01-50.00,40.0,146,54998.0,11275,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Dan Ewing,$25.01-50.00,40.0,159,54998.0,10816,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Murray Hill,$10.01-25.00,22.0,41,100112.0,18793,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Jesse Leach,$50.01-100.00,80.0,318,27536.0,3123,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Luenell,$50.01-100.00,100.0,681,22030.0,6374,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Kimberlin Brown,$25.01-50.00,50.0,138,44107.0,1393,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jamal Anderson,$25.01-50.00,50.0,81,44107.0,1501,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Steve Sax,$50.01-100.00,59.0,221,37387.0,508,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Ilana Levine,$10.01-25.00,25.0,88,88264.0,16861,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Jesse Csincsak,$10.01-25.00,25.0,165,88264.0,3059,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Robert Frank,$50.01-100.00,75.0,188,29499.0,5619,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Donna Lynne Champlin,$50.01-100.00,75.0,417,29499.0,3362,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Tracy Wolfson,$50.01-100.00,100.0,77,22133.0,4114,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Josh Robbins,$5.01-10.00,10.0,11,221347.0,18,0,0,0,0,0,0,0,0,1,0,0,$5.01-10.00,$10.01-25.00
Mitch English,$5.01-10.00,10.0,12,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Gregg Ritz,$5.01-10.00,10.0,15,221347.0,35561,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Birk Ruud,$5.01-10.00,10.0,6,221347.0,2046,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Stefan Brogren,$25.01-50.00,40.0,295,55338.0,10879,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
T-Wayne,$25.01-50.00,50.0,66,44300.0,5186,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Julia Morales,$25.01-50.00,29.0,241,76512.0,396,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Harrison Phillips,$25.01-50.00,35.0,51,63460.0,2215,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Pia Miranda,$25.01-50.00,35.0,134,63460.0,12185,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Mitchell Whitfield,$50.01-100.00,59.0,252,37691.0,8984,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Camille Leblanc-Bazinet,$50.01-100.00,60.0,109,37081.0,151,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Kin Shriner,$25.01-50.00,40.0,124,55627.0,11346,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Darius Fleming,$10.01-25.00,20.0,14,111285.0,4109,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Mel Buttle,$10.01-25.00,20.0,37,111285.0,20581,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Charlie Finn,$10.01-25.00,20.0,49,111285.0,16013,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Phillip Jeanmarie,$10.01-25.00,20.0,67,111285.0,16013,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Katie Ormerod,$10.01-25.00,20.0,10,111285.0,724,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Diana King,$25.01-50.00,50.0,168,44515.0,5213,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Bobby Rush,$50.01-100.00,75.0,585,29680.0,1301,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Chris Mack,$50.01-100.00,75.0,50,29680.0,161,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Myles Turner,$100.01-250.00,120.0,59,18566.0,507,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Jesse Holley,$10.01-25.00,25.0,29,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Dale Godboldo,$10.01-25.00,25.0,49,89214.0,14453,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Glen Drover,$10.01-25.00,25.0,59,89214.0,10686,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Bradley Bozeman,$10.01-25.00,25.0,51,89214.0,3207,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Christopher Judge,$100.01-250.00,200.0,1504,11158.0,3954,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Jorge Mateo,$10.01-25.00,18.0,134,124000.0,2231,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
James Monroe Iglehart,$50.01-100.00,60.0,379,37245.0,1137,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Jackson Galaxy,$100.01-250.00,125.0,492,17880.0,3242,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$50.01-100.00
Javale McGee,$250.01-500.00,500.0,2075,4471.0,114,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$25.01-50.00
Paula Lane,$25.01-50.00,50.0,60,44715.0,8793,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Olden Polynice,$25.01-50.00,35.0,105,63889.0,1611,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Tenille Townes,$25.01-50.00,35.0,279,63889.0,7604,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Christy McGinity,$25.01-50.00,40.0,101,55924.0,10989,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Bridget Sloan,$25.01-50.00,40.0,103,55924.0,34,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Carlos Baerga,$25.01-50.00,30.0,68,74571.0,1221,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Mona Marshall,$50.01-100.00,65.0,266,34427.0,8526,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Rachel Luttrell,$50.01-100.00,75.0,211,29856.0,7809,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Christian Adam,$10.01-25.00,15.0,72,149285.0,26356,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Jokke Sommer,$10.01-25.00,15.0,19,149285.0,1100,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Nick Goody,$10.01-25.00,15.0,43,149285.0,2800,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Lauren Molina,$10.01-25.00,15.0,21,149285.0,26356,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Jessica Clarke,$10.01-25.00,15.0,17,149285.0,901,0,0,0,0,0,0,1,0,0,0,0,$10.01-25.00,$10.01-25.00
John Starks,$100.01-250.00,103.0,478,21742.0,609,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Michael Sweet,$50.01-100.00,59.0,178,37980.0,4402,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Jason Belmonte,$50.01-100.00,55.0,129,40760.0,167,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Chad Duell,$50.01-100.00,60.0,200,37387.0,7279,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Liz Callaway,$50.01-100.00,69.0,268,32546.0,3727,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Verdine White,$50.01-100.00,100.0,367,22459.0,2511,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
George Lynch,$50.01-100.00,100.0,444,22459.0,2511,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$100.01-250.00
Esther Ku,$25.01-50.00,50.0,82,44925.0,53,0,0,0,0,0,1,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Jaylen Samuels,$50.01-100.00,75.0,70,29950.0,964,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Rafael De La Fuente,$50.01-100.00,100.0,450,22501.0,4181,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Shadoe Stevens,$50.01-100.00,100.0,309,22501.0,6460,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Johnny Bench,$100.01-250.00,200.0,1201,11263.0,98,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Dexter Manley,$50.01-100.00,75.0,107,30048.0,967,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Nijel Amos,$10.01-25.00,25.0,74,90152.0,502,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$25.01-50.00
Daniel Menzel,$10.01-25.00,25.0,45,90152.0,158,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Wayne Coyne,$50.01-100.00,100.0,322,22556.0,2526,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Charles Esten,$100.01-250.00,200.0,1034,11278.0,3989,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
EVE MAURO,$10.01-25.00,20.0,47,112933.0,20840,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$25.01-50.00
Jess Walton,$50.01-100.00,65.0,173,34772.0,8576,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Sara Evans,$100.01-250.00,200.0,684,11321.0,1170,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$50.01-100.00
Aaron Dobson,$25.01-50.00,40.0,38,56641.0,1951,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Dwier Brown,$25.01-50.00,40.0,143,56641.0,11468,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Riki Rachtman,$25.01-50.00,50.0,213,45324.0,1445,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Philippe Gilbert,$25.01-50.00,50.0,187,45324.0,49,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Bill Oakley,$25.01-50.00,35.0,116,64792.0,1168,0,0,0,0,0,0,0,0,0,0,1,$25.01-50.00,$25.01-50.00
Peter Dickson,$25.01-50.00,35.0,53,64792.0,12685,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Rich Gaspari,$25.01-50.00,34.0,85,66701.0,11,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Luke Jacobz,$50.01-100.00,55.0,583,41246.0,8060,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
El Hijo Del Santo,$25.01-50.00,45.0,116,50481.0,805,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Erik Griffin,$50.01-100.00,75.0,320,30311.0,321,0,0,0,0,0,1,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Linda Young,$25.01-50.00,30.0,84,75842.0,14677,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Nadia Hilker,$50.01-100.00,85.0,378,26776.0,762,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$10.01-25.00
The Lady Of Rage,$50.01-100.00,100.0,430,22763.0,2551,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$100.01-250.00
Juan Pablo Espinosa,$10.01-25.00,25.0,46,91151.0,17371,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Rachael Lampa,$10.01-25.00,25.0,43,91151.0,10906,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Adina Howard,$50.01-100.00,75.0,240,30394.0,3476,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$50.01-100.00
Antonio Freeman,$25.01-50.00,40.0,73,57016.0,1974,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Melanie Liburd,$50.01-100.00,100.0,268,22811.0,6518,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Erica Mena,$100.01-250.00,250.0,910,9125.0,1449,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$100.01-250.00
John 5,$100.01-250.00,200.0,805,11420.0,1182,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$50.01-100.00
Keegan Allen,$100.01-250.00,195.0,417,11714.0,4090,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Efren Ramirez,$100.01-250.00,120.0,407,19040.0,5745,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Lynn Gilmartin,$25.01-50.00,35.0,269,65284.0,12782,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Lilly King,$50.01-100.00,70.0,101,32659.0,31,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Betsey Johnson,$50.01-100.00,100.0,308,22867.0,4254,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Francis Atuahene,$10.01-25.00,15.0,19,152593.0,14333,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Heather McDonald,$50.01-100.00,65.0,264,35238.0,343,0,0,0,0,0,1,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Ray Santiago,$50.01-100.00,75.0,184,30544.0,7920,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Ariel Pink,$100.01-250.00,150.0,571,15276.0,1615,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$25.01-50.00
Jimmy Dykes,$10.01-25.00,20.0,8,114618.0,752,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Arielle Jacobs,$25.01-50.00,40.0,89,57352.0,11248,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Jasmine Masters,$25.01-50.00,40.0,238,57352.0,11248,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Brian Wecht,$25.01-50.00,50.0,222,45940.0,5385,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Jekalyn Carr,$25.01-50.00,50.0,169,45940.0,5385,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Cody Core,$10.01-25.00,17.0,41,135151.0,4987,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Shawn Drover,$25.01-50.00,29.0,57,79253.0,9525,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Ryan McCombs,$25.01-50.00,37.0,99,62185.0,7390,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$10.01-25.00
Dustin Ellermann,$5.01-10.00,10.0,30,230115.0,36602,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Darwin Cook,$5.01-10.00,10.0,16,230115.0,5062,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
