Full name,Price Group,Cameo video price,Wikipedia,FF Celebrity rating,FF Main category rating,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers,Actuals,Predictions
Benjamin King,$50.01-100.00,70.0,111,66233.0,12476,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Tony Massarotti,$25.01-50.00,40.0,23,116357.0,21417,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Rusty Wallace,$100.01-250.00,150.0,307,31045.0,34,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Brian Beacock,$25.01-50.00,50.0,92,93158.0,14742,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kostas Martakis,$25.01-50.00,50.0,35,93158.0,11148,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Anna Sentina,$25.01-50.00,50.0,30,93158.0,11148,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Meital Dohan,$25.01-50.00,50.0,71,93158.0,14742,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Brandon Copeland,$25.01-50.00,50.0,96,93158.0,3378,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Tony Kemp,$50.01-100.00,75.0,364,62185.0,992,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Lee Mazzilli,$50.01-100.00,75.0,119,62185.0,992,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Fernando Allende,$50.01-100.00,100.0,75,46641.0,10247,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Bret Saberhagen,$50.01-100.00,100.0,174,46641.0,692,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Rhys Webb,$50.01-100.00,70.0,34,66701.0,343,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$10.01-25.00
Doug Chappel,$10.01-25.00,15.0,8,311339.0,9268,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Elizabeth Eddy,$10.01-25.00,15.0,12,311339.0,34644,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Ciaran Lyons,$10.01-25.00,15.0,5,311339.0,45177,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Brandon Rutley,$10.01-25.00,15.0,4,311339.0,595,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Vivian Benitez,$10.01-25.00,15.0,7,311339.0,1377,0,0,0,0,0,0,0,0,1,0,0,$10.01-25.00,$10.01-25.00
Stephanie Garcia,$10.01-25.00,15.0,8,311339.0,3635,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Rene Rinnekangas,$10.01-25.00,15.0,4,311339.0,3635,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Ryan Bruce,$10.01-25.00,15.0,7,311339.0,45177,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Tyler Heineman,$10.01-25.00,15.0,373,311339.0,5829,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Jamia Fields,$10.01-25.00,15.0,18,311339.0,34644,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Stephen Nichols,$100.01-250.00,125.0,214,37387.0,8943,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Matt Cooper,$25.01-50.00,45.0,35,103984.0,755,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Ryan Rowland-Smith,$25.01-50.00,39.0,56,120002.0,2135,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Will Schofield,$10.01-25.00,25.0,34,187220.0,714,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Hal Lublin,$10.01-25.00,25.0,17,187220.0,31462,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Laura Morett,$10.01-25.00,25.0,69,187220.0,31462,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Jerrad Tyson,$10.01-25.00,25.0,6,187220.0,18578,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Sondra Currie,$50.01-100.00,65.0,146,72105.0,13011,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Allan Lamb,$50.01-100.00,65.0,253,72105.0,564,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Fran Tarkenton,$250.01-500.00,400.0,386,11741.0,327,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$50.01-100.00
Brandi Chastain,$100.01-250.00,200.0,238,23512.0,1459,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Eric Byrnes,$50.01-100.00,100.0,99,47086.0,698,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Kerwynn Williams,$25.01-50.00,50.0,27,94261.0,3416,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Dorien Wilson,$100.01-250.00,109.0,446,43328.0,9803,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Janelle Pierzina,$50.01-100.00,75.0,2176,63018.0,12339,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Cory Morrow,$25.01-50.00,40.0,35,118187.0,14048,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$10.01-25.00
Jaron Brown,$50.01-100.00,65.0,194,72734.0,2565,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Thomas Hennessy,$25.01-50.00,29.0,24,163466.0,5977,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Jim Jackson,$100.01-250.00,200.0,350,23769.0,661,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Monte Morris,$50.01-100.00,100.0,309,47558.0,1227,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Adam Wainwright,$100.01-250.00,150.0,505,31707.0,406,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$100.01-250.00
Ginger Minj,$50.01-100.00,75.0,257,63460.0,12426,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Andy Katzenmoyer,$50.01-100.00,75.0,106,63460.0,2215,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Atul Khatri,$100.01-250.00,125.0,145,38121.0,363,0,0,0,0,0,1,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Drue Tranquill,$25.01-50.00,50.0,92,95367.0,622,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Ron Keel,$25.01-50.00,50.0,71,95367.0,11406,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Eddie Murray,$100.01-250.00,150.0,322,31829.0,408,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Darren McCarty,$50.01-100.00,100.0,153,47810.0,399,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Mo Alie-Cox,$50.01-100.00,80.0,56,59786.0,2069,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Rachel Bolan,$100.01-250.00,135.0,208,35465.0,4110,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$50.01-100.00
Fred McGriff,$100.01-250.00,135.0,243,35465.0,472,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Garrett Dickerson,$25.01-50.00,30.0,21,159608.0,5836,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Kenny Wallace,$50.01-100.00,75.0,116,63889.0,82,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
James Snyder,$50.01-100.00,75.0,119,63889.0,12237,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Jared Goldberg,$10.01-25.00,20.0,6,239732.0,135,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Tiffany Bias,$10.01-25.00,20.0,16,239732.0,5251,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Jack Hingert,$10.01-25.00,20.0,18,239732.0,25116,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Rodney Bailey,$10.01-25.00,20.0,8,239732.0,8297,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Nyzzy Nyce,$10.01-25.00,20.0,10,239732.0,25215,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Caryn Richman,$25.01-50.00,40.0,51,120002.0,23,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Andrew Bryniarski,$100.01-250.00,200.0,326,24025.0,6761,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Andrew Shaw,$100.01-250.00,125.0,282,38442.0,272,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Cobus Reinach,$25.01-50.00,35.0,48,137649.0,1199,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Ryan Belleville,$25.01-50.00,35.0,74,137649.0,17442,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Cassidy Janson,$25.01-50.00,35.0,47,137649.0,24653,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Kendall Williams,$10.01-25.00,25.0,13,192911.0,4279,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Fred Robbins,$10.01-25.00,25.0,14,192911.0,6900,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Tre Jones,$50.01-100.00,100.0,145,48244.0,1243,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$10.01-25.00
Emily Kuroda,$50.01-100.00,75.0,143,64327.0,12276,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Bill Allen,$25.01-50.00,50.0,234,96527.0,15000,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Steve Riley,$25.01-50.00,50.0,62,96527.0,11557,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Molly Kate Kestner,$25.01-50.00,50.0,32,96527.0,11557,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Sarah Darling,$25.01-50.00,50.0,32,96527.0,11557,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Jenny Boucek,$25.01-50.00,50.0,43,96527.0,2313,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Pat Hughes,$25.01-50.00,50.0,126,96527.0,18251,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Jane Sibbett,$100.01-250.00,200.0,421,24136.0,6786,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Thomas Calabro,$50.01-100.00,99.0,176,48767.0,10545,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Bruce Smith,$250.01-500.00,278.0,99,17394.0,513,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$50.01-100.00
Shallon Lester,$25.01-50.00,39.0,1,124000.0,22609,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Lucie Pohl,$50.01-100.00,70.0,48,69297.0,13509,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$10.01-25.00
Wayne Chrebet,$50.01-100.00,100.0,154,48514.0,1668,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Billy Blanks,$100.01-250.00,250.0,607,19442.0,5835,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Barbara Morrison,$25.01-50.00,29.0,19,167675.0,19141,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Lalah Hathaway,$100.01-250.00,200.0,214,24314.0,2730,0,0,0,0,0,0,0,1,0,0,0,$100.01-250.00,$50.01-100.00
Marshall Faulk,$250.01-500.00,500.0,390,9744.0,274,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$50.01-100.00
Mitchell Schwartz,$50.01-100.00,100.0,248,48767.0,1678,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Kyle Patrick,$25.01-50.00,40.0,43,122012.0,22278,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Jim Zorn,$100.01-250.00,150.0,127,32546.0,1071,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Keith Webb,$5.01-10.00,10.0,4,488196.0,2763,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
German Legarreta,$5.01-10.00,10.0,4,488196.0,60398,0,0,0,0,0,0,0,0,0,1,0,$5.01-10.00,$10.01-25.00
Shane Nolan,$5.01-10.00,10.0,9,488196.0,353,1,0,0,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Nina Lussi,$5.01-10.00,10.0,2,488196.0,507,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Carlo Valdes,$5.01-10.00,10.0,2,488196.0,8123,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$10.01-25.00
Joshua Adams,$5.01-10.00,10.0,3,488196.0,12753,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$5.01-10.00
Jeff Provenzano,$5.01-10.00,10.0,5,488196.0,12753,0,0,1,0,0,0,0,0,0,0,0,$5.01-10.00,$5.01-10.00
Storm Calysta,$5.01-10.00,10.0,4,488196.0,38371,0,0,0,0,0,0,0,1,0,0,0,$5.01-10.00,$25.01-50.00
Trevor Lissauer,$25.01-50.00,50.0,48,97660.0,11689,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Lesli Kay,$25.01-50.00,50.0,109,97660.0,15083,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
John Callen,$25.01-50.00,50.0,51,97660.0,3408,1,0,0,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Wade Bowen,$50.01-100.00,65.0,66,75209.0,9026,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Eric Wood,$50.01-100.00,89.0,50,54998.0,1891,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Yolonda Ross,$100.01-250.00,109.0,511,44925.0,10012,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Sharaya J,$50.01-100.00,100.0,104,49014.0,5739,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Whit Merrifield,$50.01-100.00,100.0,487,49014.0,739,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Euan Holden,$25.01-50.00,49.0,16,100112.0,8326,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Jarrod Spector,$25.01-50.00,49.0,107,100112.0,18793,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Chris Hoke,$25.01-50.00,35.0,25,140450.0,5171,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Dave Winfield,$250.01-500.00,283.0,543,17394.0,178,0,0,1,0,0,0,0,0,0,0,0,$250.01-500.00,$100.01-250.00
Dustin Dollin,$50.01-100.00,65.0,78,75842.0,14677,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Isabel Leonard,$50.01-100.00,60.0,77,82292.0,15818,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
Kathleen Gati,$50.01-100.00,60.0,78,82292.0,13889,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Bianca Marroquin,$25.01-50.00,50.0,39,98846.0,11829,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Gary Reasons,$25.01-50.00,50.0,23,98846.0,3614,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Rex Lee,$100.01-250.00,220.0,449,22501.0,4181,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$25.01-50.00
Brendan Gallagher,$100.01-250.00,125.0,471,39653.0,289,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Lorna Cepeda,$25.01-50.00,40.0,48,124000.0,22609,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Randy Rainbow,$100.01-250.00,150.0,1306,33093.0,6395,0,0,0,0,0,0,0,0,0,1,0,$100.01-250.00,$50.01-100.00
Isaiah Mckenzie,$50.01-100.00,70.0,48,70951.0,2497,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$10.01-25.00
Philip DeFranco,$250.01-500.00,500.0,538,9939.0,36,0,0,0,0,0,0,0,0,1,0,0,$250.01-500.00,$25.01-50.00
Bob Smiley,$10.01-25.00,25.0,21,199220.0,32953,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Wayne Barrow,$10.01-25.00,25.0,25,199220.0,19896,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Gabbie Rae,$10.01-25.00,25.0,20,199220.0,21947,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Aaron Smolinski,$10.01-25.00,25.0,57,199220.0,19896,1,0,0,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Ricky Sapp,$10.01-25.00,25.0,12,199220.0,7073,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Rico Gafford,$10.01-25.00,25.0,53,199220.0,7073,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
David Tyree,$100.01-250.00,150.0,94,33302.0,1097,0,0,1,0,0,0,0,0,0,0,0,$100.01-250.00,$25.01-50.00
Henry Santos,$50.01-100.00,59.0,71,84722.0,10178,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Todd Elton,$10.01-25.00,15.0,26,333603.0,1685,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Anthony Louis,$10.01-25.00,15.0,7,333603.0,4350,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Mel Deane,$10.01-25.00,15.0,6,333603.0,47314,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Mandy Freeman,$10.01-25.00,15.0,4,333603.0,37704,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Alexandra Kiroi-Bogatyreva,$10.01-25.00,15.0,4,333603.0,249,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Staz Lindes,$10.01-25.00,15.0,9,333603.0,1381,0,0,0,0,0,0,1,0,0,0,0,$10.01-25.00,$10.01-25.00
Miss Krystle,$10.01-25.00,15.0,9,333603.0,31369,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$25.01-50.00
Greg Bretz,$10.01-25.00,15.0,2,333603.0,47314,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Keith Foulke,$25.01-50.00,50.0,52,100112.0,1725,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Lynn Williams,$25.01-50.00,50.0,73,100112.0,8326,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Bret Ernst,$25.01-50.00,50.0,47,100112.0,18793,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Scott Burrell,$25.01-50.00,50.0,1355,100112.0,2388,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$50.01-100.00
Babe Winkelman,$25.01-50.00,50.0,33,100112.0,3496,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Lakyn,$10.01-25.00,20.0,5,250578.0,26048,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Elliot Sloan,$10.01-25.00,20.0,22,250578.0,2476,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Lydia Képinski,$10.01-25.00,20.0,5,250578.0,38900,0,0,0,0,0,0,0,0,0,1,0,$10.01-25.00,$10.01-25.00
Aleksandrs Samoilovs,$10.01-25.00,20.0,11,250578.0,486,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Giarnni Regini-Moran,$10.01-25.00,20.0,12,250578.0,271,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Luke Mathews,$10.01-25.00,20.0,13,250578.0,144,0,0,1,0,0,0,0,0,0,0,0,$10.01-25.00,$10.01-25.00
Simon Fisher-Becker,$25.01-50.00,35.0,32,143196.0,25460,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Jordan McLaughlin,$25.01-50.00,35.0,67,143196.0,3262,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Kim Webster,$25.01-50.00,35.0,50,143196.0,25460,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Leisha Hailey,$100.01-250.00,200.0,409,25125.0,6956,1,0,0,0,0,0,0,0,0,0,0,$100.01-250.00,$50.01-100.00
Fat Tony,$25.01-50.00,49.0,49,102616.0,12250,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
Kenny Brooks,$25.01-50.00,30.0,10,167675.0,1152,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Cassanova Mckinzy,$25.01-50.00,30.0,9,167675.0,6106,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Natasa Andonova,$25.01-50.00,30.0,12,167675.0,16139,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Jonny Walker,$25.01-50.00,30.0,20,167675.0,28952,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Mack Wilson,$50.01-100.00,51.0,146,98846.0,648,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Otis Wilson,$50.01-100.00,80.0,58,63018.0,2195,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Fernando Noriega,$25.01-50.00,40.0,33,126043.0,22919,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Placido Polanco,$50.01-100.00,75.0,111,67252.0,1082,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Benjamin Byron Davis,$50.01-100.00,75.0,242,67252.0,13121,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$25.01-50.00
David Kaplan,$25.01-50.00,50.0,74,101357.0,93,0,0,0,0,0,0,0,0,1,0,0,$25.01-50.00,$25.01-50.00
Ben Giroux,$25.01-50.00,50.0,125,101357.0,18991,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Shawn Morales,$25.01-50.00,50.0,120,101357.0,18991,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Corey Patterson,$25.01-50.00,50.0,49,101357.0,1748,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$25.01-50.00
Andrew Wenger,$25.01-50.00,50.0,27,101357.0,8461,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Lukas Rossi,$50.01-100.00,100.0,148,50732.0,5950,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
John Clayton,$50.01-100.00,100.0,96,50732.0,1664,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
Alexis Michelle,$50.01-100.00,60.0,387,84722.0,16226,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$50.01-100.00
Fallon Taylor,$25.01-50.00,49.0,103,103984.0,3,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Josh Altman,$100.01-250.00,250.0,835,20412.0,551,0,0,0,0,0,0,0,0,1,0,0,$100.01-250.00,$50.01-100.00
Femi Taylor,$50.01-100.00,65.0,58,78552.0,13586,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Opeti fonua,$25.01-50.00,35.0,7,146192.0,1330,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Tony Delk,$50.01-100.00,100.0,92,51272.0,1341,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$10.01-25.00
C-bo,$50.01-100.00,100.0,104,51272.0,10083,0,0,0,0,0,0,0,0,0,1,0,$50.01-100.00,$10.01-25.00
Andy Williams,$25.01-50.00,40.0,80,128206.0,11420,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Rashad Phillips,$25.01-50.00,40.0,28,128206.0,2935,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Sol Rodriguez,$25.01-50.00,50.0,34,102616.0,19195,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Matthew Parker,$10.01-25.00,25.0,16,205970.0,22536,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Alex Murrel,$10.01-25.00,25.0,100,205970.0,22536,0,0,0,0,0,0,0,1,0,0,0,$10.01-25.00,$10.01-25.00
Jason-Shane Scott,$50.01-100.00,65.0,126,79253.0,13654,1,0,0,0,0,0,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Sean Casey,$50.01-100.00,100.0,183,51532.0,787,0,0,1,0,0,0,0,0,0,0,0,$50.01-100.00,$50.01-100.00
George Lowe,$50.01-100.00,100.0,205,51532.0,434,0,0,0,0,0,1,0,0,0,0,0,$50.01-100.00,$25.01-50.00
Camille Anderson,$25.01-50.00,45.0,44,114618.0,21114,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$25.01-50.00
Brian Viglione,$50.01-100.00,75.0,70,68778.0,8218,0,0,0,0,0,0,0,1,0,0,0,$50.01-100.00,$25.01-50.00
Michael Beasley,$500.01-1000.00,1000.0,736,5160.0,130,0,0,1,0,0,0,0,0,0,0,0,$500.01-1000.00,$100.01-250.00
Heklina,$25.01-50.00,30.0,23,172049.0,29503,0,0,0,0,0,0,0,0,0,1,0,$25.01-50.00,$10.01-25.00
Barry Brown,$25.01-50.00,30.0,19,172049.0,3874,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Jonathan Campbell,$25.01-50.00,30.0,12,172049.0,16710,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Cornelius Lucas,$25.01-50.00,30.0,32,172049.0,6252,0,0,1,0,0,0,0,0,0,0,0,$25.01-50.00,$10.01-25.00
Rob Stoner,$25.01-50.00,30.0,51,172049.0,19565,0,0,0,0,0,0,0,1,0,0,0,$25.01-50.00,$25.01-50.00
